company,email,industry,city,state,country,originalWebsite,source,status,personalisedColdEmail,mockupEmail,personalizedObservation,salesNote,tags,leadScore,estimatedValue,lowestEstimate,highestEstimate,dateAdded
Earth Scientific Spa,admin@earthscientificpga.com,Med spa,Palm Beach Gardens,FL,USA,https://earthscientificspa.com,cold-outreach,researched,"Subject: your 9pm bookings

Hi [First Name],

Found Earth Scientific Spa at 9pm on my phone, the way your next client will. The reviews sold me in about forty seconds. Then the only way to book was a phone number and a front desk that shut at five.

She doesn't call in the morning. She books the spa that let her book at 9pm.

Treatments priced, bookable in two taps, reviews right beside them.

So here's what I'll do. I'll build Earth Scientific Spa that homepage. Free. Not a slide, not a proposal — the actual page, designed for your business. Yours to keep whether you hire me or not.

Worth a look? One word back and I'll start.

[Sender Name]
Bothmade","Subject: built it

Built it. Here.

Treatments priced, bookable in two taps, reviews doing the closing right beside them. Memberships obvious instead of three pages deep.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: would you let a new client book without a consult call first?

[Sender Name]",the reviews do the selling and the booking is a phone number that stops answering at five,Address published by the business itself — verified in research.,field-run-006;med-spa;FL;confirmed-email,85,10000,"$5,000","$18,000",06082026
Eclipse Landscape and Design,eclipselandscape2@gmail.com,Landscape design build,Scottsdale,AZ,USA,https://eclipselandscapeaz.com,cold-outreach,researched,"Subject: the inquiry that arrives vague

Hi [First Name],

Went through Eclipse Landscape and Design's work the way a homeowner commissioning a garden does. It's beautiful. It's also one long scroll — no way to narrow by style, scale or budget, and nothing about what design costs.

And the inquiries that land are vague, so the first call is about scope instead of the garden.

Projects filterable by style, scale and budget. The design process spelled out so the brief arrives specific.

I'd like to build it and show you. One homepage, designed for Eclipse Landscape and Design, free. Not a template with your logo on it. The real thing, and it's yours whether we work together or not.

Want me to build it?

[Sender Name]
Bothmade","Subject: here it is

Built it. Here.

Projects filterable by style, scale and budget band, with the design process spelled out — so the brief that reaches you already knows what it's asking for.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One question: would publishing a design fee range help you or cost you?

[Sender Name]","design-led buyers choose from images and yours cannot be narrowed by style, scale or budget",Address published by the business itself — verified in research.,field-run-006;landscape-design-build;AZ;confirmed-email,85,9000,"$5,000","$16,000",06082026
Gardens Dental Spa,info@gardensds.com,Cosmetic dentistry,Palm Beach Gardens,FL,USA,https://gardensdentalspa.com,cold-outreach,researched,"Subject: one case a month

Hi [First Name],

A smile-makeover patient researches for months, alone, at night, on a phone. I did that to Gardens Dental Spa. Got as far as a phone number and a form.

One case a month lost that way costs more than a website. Several times over.

Cases first, filterable, a price range said out loud, and a booking that works at 9pm.

I'd like to build it and show you. One homepage, designed for Gardens Dental Spa, free. Not a template with your logo on it. The real thing, and it's yours whether we work together or not.

Should I send it over?

[Sender Name]
Bothmade","Subject: Gardens Dental Spa — built it

Here it is.

Cases at the top, filterable by treatment. The range stated in real numbers. Booking that doesn't need your front desk awake.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One thing I'd want your read on: veneers or implants — which pays you better?

[Sender Name]",the cases and the price range are the two things a $15k patient wants and the two hardest things to reach,Address published by the business itself — verified in research.,field-run-006;cosmetic-dentistry;FL;confirmed-email,85,12000,"$6,000","$22,000",06082026
Greenwich Custom Homes,joe@greenwichcustomhomes.com,Custom home building,Greenwich,CT,USA,https://greenwichcustomhomes.com,cold-outreach,researched,"Subject: filtering your projects

Hi [First Name],

Went through Greenwich Custom Homes' portfolio the way a couple with a lot and three million dollars does — hunting for the one house that looks like the one in their head. Couldn't sort by budget, style or scope. Just scrolled.

That's a real project deciding you're not the one, on no evidence either way.

Portfolio filterable by budget band, style and scope. Inquiry that asks about the lot, the number and the timing.

I'd like to build it and show you. One homepage, designed for Greenwich Custom Homes, free. Not a template with your logo on it. The real thing, and it's yours whether we work together or not.

Worth a look? One word back and I'll start.

[Sender Name]
Bothmade","Subject: built it

Built it. Here.

Portfolio filterable by budget, style and scope — so a couple with a specific project finds theirs in about nine seconds. Inquiry that arrives with the lot, the number and the timing on it.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One thing I'd want your answer on: what do you wish every inquiry told you before you called them back?

[Sender Name]","the portfolio is the whole sale and there is no way to sort it by budget, style or scope",Address published by the business itself — verified in research.,field-run-006;custom-home-building;CT;confirmed-email,85,22000,"$12,000","$35,000",06082026
H30 Pools and Exteriors,info@h30pools.com,Pool building,Fort Worth,TX,USA,https://h30pools.com,cold-outreach,researched,"Subject: sorting your pools

Hi [First Name],

Looked at H30 Pools and Exteriors the way a homeowner in Fort Worth does — trying to find a build that looks like my backyard, at roughly my number. One long scroll, no way to narrow it, no price anywhere.

That's a ninety-thousand-dollar build going to the company that answered the money question first.

Gallery filterable by size, style and budget. A starting number said out loud.

Let me build it for you. A real homepage for H30 Pools and Exteriors, on me, before we ever talk money. If it's good you'll know in ten seconds. If it isn't, you've lost nothing.

Want me to build it?

[Sender Name]
Bothmade","Subject: built it

Here it is — H30 Pools and Exteriors, as promised.

Builds filterable by size, style and budget band, with a starting range stated plainly and a timeline from signing to swimming.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One question: would you publish a starting price, or does that cost you more than it wins?

[Sender Name]","the gallery cannot be sorted, so nobody finds a build that looks like their own yard",Address published by the business itself — verified in research.,field-run-006;pool-building;TX;confirmed-email,85,10000,"$5,000","$18,000",06082026
Highland Builders,kevin@highlandbuilding.com,Custom home building,Richmond,VA,USA,https://highlandbuilding.com,cold-outreach,researched,"Subject: filtering your projects

Hi [First Name],

Your work is the sale. I looked at it the way a buyer does and there was no way to narrow it — no budget band, no style, no scope. Forty thumbnails and good luck.

They don't email to ask. They go and look at the builder whose site let them filter.

Portfolio filterable by budget band, style and scope. Inquiry that asks about the lot, the number and the timing.

I'd like to build it and show you. One homepage, designed for Highland Builders, free. Not a template with your logo on it. The real thing, and it's yours whether we work together or not.

Want me to build it?

[Sender Name]
Bothmade","Subject: here it is

Here it is — Highland Builders, as promised.

Portfolio filterable by budget, style and scope — so a couple with a specific project finds theirs in about nine seconds. Inquiry that arrives with the lot, the number and the timing on it.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One thing I'd want your answer on: what do you wish every inquiry told you before you called them back?

[Sender Name]","the portfolio is the whole sale and there is no way to sort it by budget, style or scope",Address published by the business itself — verified in research.,field-run-006;custom-home-building;VA;confirmed-email,85,22000,"$12,000","$35,000",06082026
Imagine Landscape and Design,info@imaginelandscape.com,Landscape design build,Scottsdale,AZ,USA,https://imaginelandscapeanddesign.com,cold-outreach,researched,"Subject: design fee, unsaid

Hi [First Name],

Your gardens are genuinely good. A design-led client chooses from images and yours can't be narrowed, so they never find the one that looks like their lot.

So the client who wanted exactly what you do never works out that you do it.

Projects filterable by style, scale and budget. The design process spelled out so the brief arrives specific.

So here's what I'll do. I'll build Imagine Landscape and Design that homepage. Free. Not a slide, not a proposal — the actual page, designed for your business. Yours to keep whether you hire me or not.

Say yes and it's yours by Friday.

[Sender Name]
Bothmade","Subject: Imagine Landscape and Design — built it

Built it. Here.

Projects filterable by style, scale and budget band, with the design process spelled out — so the brief that reaches you already knows what it's asking for.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: would publishing a design fee range help you or cost you?

[Sender Name]","design-led buyers choose from images and yours cannot be narrowed by style, scale or budget",Address published by the business itself — verified in research.,field-run-006;landscape-design-build;AZ;confirmed-email,85,9000,"$5,000","$16,000",06082026
Jane Mays DMD,janemaysdmd@gmail.com,Cosmetic dentistry,Cincinnati,OH,USA,https://janemaysdmd.com,cold-outreach,researched,"Subject: one case a month

Hi [First Name],

Your case work is good. I had to dig for it — two menus deep, on a phone, at the exact moment somebody decides to spend fifteen thousand dollars on their teeth.

One case a month lost that way costs more than a website. Several times over.

Cases first, filterable, a price range said out loud, and a booking that works at 9pm.

I'd like to build it and show you. One homepage, designed for Jane Mays DMD, free. Not a template with your logo on it. The real thing, and it's yours whether we work together or not.

Want me to build it?

[Sender Name]
Bothmade","Subject: built it

Here it is.

Cases at the top, filterable by treatment. The range stated in real numbers. Booking that doesn't need your front desk awake.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One thing I'd want your read on: veneers or implants — which pays you better?

[Sender Name]",the cases and the price range are the two things a $15k patient wants and the two hardest things to reach,Address published by the business itself — verified in research.,field-run-006;cosmetic-dentistry;OH;confirmed-email,85,12000,"$6,000","$22,000",06082026
Jimmy Cohen's Day Spa,jimmycohensdayspa@gmail.com,Med spa,Fort Lauderdale,FL,USA,https://jimmycohensdayspa.com,cold-outreach,researched,"Subject: the booking you lost last night

Hi [First Name],

Looked you up the way a new client does — evening, phone, already decided she wants tox, just picking where. Jimmy Cohen's Day Spa won on reviews. Then booking meant calling in the morning.

She doesn't call in the morning. She books the spa that let her book at 9pm.

Booking belongs on the homepage, next to the reviews, working at midnight.

Let me build it for you. A real homepage for Jimmy Cohen's Day Spa, on me, before we ever talk money. If it's good you'll know in ten seconds. If it isn't, you've lost nothing.

Say yes and it's yours by Friday.

[Sender Name]
Bothmade","Subject: Jimmy Cohen's Day Spa — built it

Built it. Here.

Booking sits on the homepage next to your reviews. Two taps to Thursday at six. That's the part your site can't do tonight.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One thing I'd want your answer on: is membership what you'd push hardest here, or first-visit tox?

[Sender Name]",the reviews do the selling and the booking is a phone number that stops answering at five,Address published by the business itself — verified in research.,field-run-006;med-spa;FL;confirmed-email,85,10000,"$5,000","$18,000",06082026
Keel Custom Homes,info@kchva.com,Custom home building,Richmond,VA,USA,https://kchva.com,cold-outreach,researched,"Subject: your portfolio, sorted

Hi [First Name],

Your work is the sale. I looked at it the way a buyer does and there was no way to narrow it — no budget band, no style, no scope. Forty thumbnails and good luck.

That's a real project deciding you're not the one, on no evidence either way.

Sort the work the way buyers actually choose, and put the process where the fear is.

So here's what I'll do. I'll build Keel Custom Homes that homepage. Free. Not a slide, not a proposal — the actual page, designed for your business. Yours to keep whether you hire me or not.

Want me to build it?

[Sender Name]
Bothmade","Subject: Keel Custom Homes — built it

Here it is — Keel Custom Homes, as promised.

Projects sortable the way buyers choose, and the build process laid out month by month, which is the part they're actually frightened of.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: would you ever show budget bands publicly, or is that a fight with your sales process?

[Sender Name]","the portfolio is the whole sale and there is no way to sort it by budget, style or scope",Address published by the business itself — verified in research.,field-run-006;custom-home-building;VA;confirmed-email,85,22000,"$12,000","$35,000",06082026
Kitchen & Bath Concepts of Pittsburgh,info@kbcpgh.com,Kitchen and bath remodeling,Pittsburgh,PA,USA,https://kbcpgh.com,cold-outreach,researched,"Subject: your before-and-afters

Hi [First Name],

Looked at Kitchen & Bath Concepts of Pittsburgh the way a homeowner with a sixty-thousand-dollar kitchen in mind does. Your finished work is good. There was no way to find a kitchen like mine, and no way to tell you what my job actually is.

That's a $60k kitchen going to the company whose site made it feel easy.

Projects filterable by room, style and budget. A form that asks about the job, so it arrives ready to quote.

I'd like to build it and show you. One homepage, designed for Kitchen & Bath Concepts of Pittsburgh, free. Not a template with your logo on it. The real thing, and it's yours whether we work together or not.

Say yes and it's yours by Friday.

[Sender Name]
Bothmade","Subject: here it is

Built it. Here.

Before-and-afters filterable by room, style and budget band. The inquiry asks about the room, the scope and the timing — so it lands ready to quote instead of ready to interview.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One question: what do you wish every inquiry told you before you called them back?

[Sender Name]",before-and-afters are what sell this and they sit in a gallery nobody can filter,Address published by the business itself — verified in research.,field-run-006;kitchen-and-bath-remodeling;PA;confirmed-email,85,8500,"$4,000","$15,000",06082026
Main Street Contractors,contact@mainstreetcontractors.net,Kitchen and bath remodeling,Indianapolis,IN,USA,https://mainstreetcontractors.net,cold-outreach,researched,"Subject: the tire-kicker problem

Hi [First Name],

Looked at Main Street Contractors the way a homeowner with a sixty-thousand-dollar kitchen in mind does. Your finished work is good. There was no way to find a kitchen like mine, and no way to tell you what my job actually is.

That's a $60k kitchen going to the company whose site made it feel easy.

Projects filterable by room, style and budget. A form that asks about the job, so it arrives ready to quote.

I'd like to build it and show you. One homepage, designed for Main Street Contractors, free. Not a template with your logo on it. The real thing, and it's yours whether we work together or not.

Want me to build it?

[Sender Name]
Bothmade","Subject: here it is

Here it is.

Before-and-afters filterable by room, style and budget band. The inquiry asks about the room, the scope and the timing — so it lands ready to quote instead of ready to interview.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One question: what do you wish every inquiry told you before you called them back?

[Sender Name]",before-and-afters are what sell this and they sit in a gallery nobody can filter,Address published by the business itself — verified in research.,field-run-006;kitchen-and-bath-remodeling;IN;confirmed-email,85,8500,"$4,000","$15,000",06082026
Monica Crooks DDS,drmonicacrooks@gmail.com,Cosmetic dentistry,Sacramento,CA,USA,https://drmonicacrooks.com,cold-outreach,researched,"Subject: cases, price, booking

Hi [First Name],

Went looking for veneers in Sacramento the way a patient does. Nine at night, on a phone, three years of putting it off. Found Monica Crooks DDS. Couldn't find a case that looked like mine, couldn't find a price, couldn't book.

They don't call in the morning. They keep scrolling and someone else does the case.

Before-and-afters up front, the range in plain numbers, financing mentioned before they ask.

Here's my offer. I'll design that page for Monica Crooks DDS and send it over. No charge, no meeting to get it, no invoice at the end. Keep it either way — I'd rather you saw the work than read about it.

Want me to build it?

[Sender Name]
Bothmade","Subject: here it is

Built it. Here.

A homepage built for the cosmetic patient rather than the check-up patient — cases, price, and one tap to a consult.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: does a price range on the site bring you better calls or worse ones?

[Sender Name]",the cases and the price range are the two things a $15k patient wants and the two hardest things to reach,Address published by the business itself — verified in research.,field-run-006;cosmetic-dentistry;CA;confirmed-email,85,12000,"$6,000","$22,000",06082026
New Radiance Cosmetic Centers,info@newradiancenow.com,Med spa,Palm Beach Gardens,FL,USA,https://newradiancenow.com,cold-outreach,researched,"Subject: she booked somewhere else

Hi [First Name],

Looked you up the way a new client does — evening, phone, already decided she wants tox, just picking where. New Radiance Cosmetic Centers won on reviews. Then booking meant calling in the morning.

A booking a night walks that way. Silently. No missed call, no voicemail, nothing to review on Monday.

Booking belongs on the homepage, next to the reviews, working at midnight.

I'd like to build it and show you. One homepage, designed for New Radiance Cosmetic Centers, free. Not a template with your logo on it. The real thing, and it's yours whether we work together or not.

Want it?

[Sender Name]
Bothmade","Subject: New Radiance Cosmetic Centers — built it

Built it. Here.

Booking sits on the homepage next to your reviews. Two taps to Thursday at six. That's the part your site can't do tonight.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One thing I'd want your answer on: is membership what you'd push hardest here, or first-visit tox?

[Sender Name]",the reviews do the selling and the booking is a phone number that stops answering at five,Address published by the business itself — verified in research.,field-run-006;med-spa;FL;confirmed-email,85,10000,"$5,000","$18,000",06082026
NuView Pools and Landscapes,info@nuviewoutdoor.com,Pool building,Phoenix,AZ,USA,https://nuviewoutdoor.com,cold-outreach,researched,"Subject: sorting your pools

Hi [First Name],

Looked at NuView Pools and Landscapes the way a homeowner in Phoenix does — trying to find a build that looks like my backyard, at roughly my number. One long scroll, no way to narrow it, no price anywhere.

That's a ninety-thousand-dollar build going to the company that answered the money question first.

Gallery filterable by size, style and budget. A starting number said out loud.

Let me build it for you. A real homepage for NuView Pools and Landscapes, on me, before we ever talk money. If it's good you'll know in ten seconds. If it isn't, you've lost nothing.

Should I send it over?

[Sender Name]
Bothmade","Subject: NuView Pools and Landscapes — built it

Here it is — NuView Pools and Landscapes, as promised.

Builds filterable by size, style and budget band, with a starting range stated plainly and a timeline from signing to swimming.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One question: would you publish a starting price, or does that cost you more than it wins?

[Sender Name]","the gallery cannot be sorted, so nobody finds a build that looks like their own yard",Address published by the business itself — verified in research.,field-run-006;pool-building;AZ;confirmed-email,85,10000,"$5,000","$18,000",06082026
Pelham Links Dental,greenvilleoffice@pelhamlinks.com,Cosmetic dentistry,Greenville,SC,USA,https://pelhamlinks.com,cold-outreach,researched,"Subject: one case a month

Hi [First Name],

A smile-makeover patient researches for months, alone, at night, on a phone. I did that to Pelham Links Dental. Got as far as a phone number and a form.

They don't call in the morning. They keep scrolling and someone else does the case.

Cases first, filterable, a price range said out loud, and a booking that works at 9pm.

I'd like to build it and show you. One homepage, designed for Pelham Links Dental, free. Not a template with your logo on it. The real thing, and it's yours whether we work together or not.

Should I send it over?

[Sender Name]
Bothmade","Subject: Pelham Links Dental — built it

Built it. Here.

Cases at the top, filterable by treatment. The range stated in real numbers. Booking that doesn't need your front desk awake.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One thing I'd want your read on: veneers or implants — which pays you better?

[Sender Name]",the cases and the price range are the two things a $15k patient wants and the two hardest things to reach,Address published by the business itself — verified in research.,field-run-006;cosmetic-dentistry;SC;confirmed-email,85,12000,"$6,000","$22,000",06082026
