company,email,industry,city,state,country,originalWebsite,source,status,personalisedColdEmail,mockupEmail,personalizedObservation,salesNote,tags,leadScore,estimatedValue,lowestEstimate,highestEstimate,dateAdded
Louisa Gallegos DDS,frontoffice@happysmileeat.com,Cosmetic dentistry,Denver,CO,USA,https://louisagallegosdds.com,cold-outreach,researched,"Subject: cases, price, booking

Hi [First Name],

Your case work is good. I had to dig for it — two menus deep, on a phone, at the exact moment somebody decides to spend fifteen thousand dollars on their teeth.

One case a month lost that way costs more than a website. Several times over.

Before-and-afters up front, the range in plain numbers, financing mentioned before they ask.

Here's my offer. I'll design that page for Louisa Gallegos DDS and send it over. No charge, no meeting to get it, no invoice at the end. Keep it either way — I'd rather you saw the work than read about it.

Should I send it over?

[Sender Name]
Bothmade","Subject: Louisa Gallegos DDS — built it

Built it. Here.

A homepage built for the cosmetic patient rather than the check-up patient — cases, price, and one tap to a consult.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: does a price range on the site bring you better calls or worse ones?

[Sender Name]",the cases and the price range are the two things a $15k patient wants and the two hardest things to reach,Address published by the business itself — verified in research.,field-run-005;cosmetic-dentistry;CO;confirmed-email,85,12000,"$6,000","$22,000",06082026
New Day Construction,hello@newdayconstruction.co,Custom home building,Bellevue,WA,USA,https://newdayconstruction.co,cold-outreach,researched,"Subject: the inquiry that wasted your Tuesday

Hi [First Name],

Your work is the sale. I looked at it the way a buyer does and there was no way to narrow it — no budget band, no style, no scope. Forty thumbnails and good luck.

And the inquiries that do land ask for a name and a message, so your first call is an interview instead of a conversation.

Portfolio filterable by budget band, style and scope. Inquiry that asks about the lot, the number and the timing.

Let me build it for you. A real homepage for New Day Construction, on me, before we ever talk money. If it's good you'll know in ten seconds. If it isn't, you've lost nothing.

Should I send it over?

[Sender Name]
Bothmade","Subject: built it

Here it is.

Portfolio filterable by budget, style and scope — so a couple with a specific project finds theirs in about nine seconds. Inquiry that arrives with the lot, the number and the timing on it.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One thing I'd want your answer on: what do you wish every inquiry told you before you called them back?

[Sender Name]","the portfolio is the whole sale and there is no way to sort it by budget, style or scope",Address published by the business itself — verified in research.,field-run-005;custom-home-building;WA;confirmed-email,85,22000,"$12,000","$35,000",06082026
Ruffner Remodeling and Repair,ruffnerremodeling@gmail.com,Kitchen and bath remodeling,Minneapolis,MN,USA,https://ruffnerremodeling.com,cold-outreach,researched,"Subject: your before-and-afters

Hi [First Name],

Looked at Ruffner Remodeling and Repair the way a homeowner with a sixty-thousand-dollar kitchen in mind does. Your finished work is good. There was no way to find a kitchen like mine, and no way to tell you what my job actually is.

That's a $60k kitchen going to the company whose site made it feel easy.

Projects filterable by room, style and budget. A form that asks about the job, so it arrives ready to quote.

Let me build it for you. A real homepage for Ruffner Remodeling and Repair, on me, before we ever talk money. If it's good you'll know in ten seconds. If it isn't, you've lost nothing.

Worth a look? One word back and I'll start.

[Sender Name]
Bothmade","Subject: built it

Built it. Here.

Before-and-afters filterable by room, style and budget band. The inquiry asks about the room, the scope and the timing — so it lands ready to quote instead of ready to interview.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One question: what do you wish every inquiry told you before you called them back?

[Sender Name]",before-and-afters are what sell this and they sit in a gallery nobody can filter,Address published by the business itself — verified in research.,field-run-005;kitchen-and-bath-remodeling;MN;confirmed-email,85,8500,"$4,000","$15,000",06082026
Scott Hedrick Construction,scott@scotthedrick.com,Custom home building,Boise,ID,USA,https://scotthedrick.com,cold-outreach,researched,"Subject: your portfolio, sorted

Hi [First Name],

Went through Scott Hedrick Construction's portfolio the way a couple with a lot and three million dollars does — hunting for the one house that looks like the one in their head. Couldn't sort by budget, style or scope. Just scrolled.

They don't email to ask. They go and look at the builder whose site let them filter.

Sort the work the way buyers actually choose, and put the process where the fear is.

So here's what I'll do. I'll build Scott Hedrick Construction that homepage. Free. Not a slide, not a proposal — the actual page, designed for your business. Yours to keep whether you hire me or not.

Say yes and it's yours by Friday.

[Sender Name]
Bothmade","Subject: built it

Built it. Here.

Projects sortable the way buyers choose, and the build process laid out month by month, which is the part they're actually frightened of.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: would you ever show budget bands publicly, or is that a fight with your sales process?

[Sender Name]","the portfolio is the whole sale and there is no way to sort it by budget, style or scope",Address published by the business itself — verified in research.,field-run-005;custom-home-building;ID;confirmed-email,85,22000,"$12,000","$35,000",06082026
Scottsdale Cosmetic Dentistry,info@scdclark.com,Cosmetic dentistry,Scottsdale,AZ,USA,https://scottsdalecosmeticdentistry.com,cold-outreach,researched,"Subject: one case a month

Hi [First Name],

Went looking for veneers in Scottsdale the way a patient does. Nine at night, on a phone, three years of putting it off. Found Scottsdale Cosmetic Dentistry. Couldn't find a case that looked like mine, couldn't find a price, couldn't book.

They don't call in the morning. They keep scrolling and someone else does the case.

Cases first, filterable, a price range said out loud, and a booking that works at 9pm.

Let me build it for you. A real homepage for Scottsdale Cosmetic Dentistry, on me, before we ever talk money. If it's good you'll know in ten seconds. If it isn't, you've lost nothing.

Want me to build it?

[Sender Name]
Bothmade","Subject: built it

Built it. Here.

Cases at the top, filterable by treatment. The range stated in real numbers. Booking that doesn't need your front desk awake.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One thing I'd want your read on: veneers or implants — which pays you better?

[Sender Name]",the cases and the price range are the two things a $15k patient wants and the two hardest things to reach,Address published by the business itself — verified in research.,field-run-005;cosmetic-dentistry;AZ;confirmed-email,85,12000,"$6,000","$22,000",06082026
Stone Turtle Pools,stoneturtlepools@gmail.com,Pool building,San Antonio,TX,USA,https://stoneturtlepools.builders,cold-outreach,researched,"Subject: what does one like mine cost

Hi [First Name],

Your builds look excellent. I went looking for one like mine and scrolled past sixty that weren't. Then couldn't find a starting number.

So they call whoever showed them a pool like theirs, with a number attached.

Gallery filterable by size, style and budget. A starting number said out loud.

So here's what I'll do. I'll build Stone Turtle Pools that homepage. Free. Not a slide, not a proposal — the actual page, designed for your business. Yours to keep whether you hire me or not.

Want me to build it?

[Sender Name]
Bothmade","Subject: Stone Turtle Pools — built it

Here it is.

Builds filterable by size, style and budget band, with a starting range stated plainly and a timeline from signing to swimming.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: would you publish a starting price, or does that cost you more than it wins?

[Sender Name]","the gallery cannot be sorted, so nobody finds a build that looks like their own yard",Address published by the business itself — verified in research.,field-run-005;pool-building;TX;confirmed-email,85,10000,"$5,000","$18,000",06082026
Tampa Bay Pools,tbpinfo@tampabaypools.com,Pool building,Sarasota,FL,USA,https://tampabaypools.com,cold-outreach,researched,"Subject: sorting your pools

Hi [First Name],

Your builds look excellent. I went looking for one like mine and scrolled past sixty that weren't. Then couldn't find a starting number.

So they call whoever showed them a pool like theirs, with a number attached.

Gallery filterable by size, style and budget. A starting number said out loud.

Here's my offer. I'll design that page for Tampa Bay Pools and send it over. No charge, no meeting to get it, no invoice at the end. Keep it either way — I'd rather you saw the work than read about it.

Say yes and it's yours by Friday.

[Sender Name]
Bothmade","Subject: Tampa Bay Pools — built it

Here it is — Tampa Bay Pools, as promised.

Builds filterable by size, style and budget band, with a starting range stated plainly and a timeline from signing to swimming.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: would you publish a starting price, or does that cost you more than it wins?

[Sender Name]","the gallery cannot be sorted, so nobody finds a build that looks like their own yard",Address published by the business itself — verified in research.,field-run-005;pool-building;FL;confirmed-email,85,10000,"$5,000","$18,000",06082026
The Retreat Wellness,info@theretreatwellness.com,Med spa,Newport Beach,CA,USA,https://theretreatwellness.com,cold-outreach,researched,"Subject: the booking you lost last night

Hi [First Name],

Looked you up the way a new client does — evening, phone, already decided she wants tox, just picking where. The Retreat Wellness won on reviews. Then booking meant calling in the morning.

A booking a night walks that way. Silently. No missed call, no voicemail, nothing to review on Monday.

Booking belongs on the homepage, next to the reviews, working at midnight.

Let me build it for you. A real homepage for The Retreat Wellness, on me, before we ever talk money. If it's good you'll know in ten seconds. If it isn't, you've lost nothing.

Worth a look? One word back and I'll start.

[Sender Name]
Bothmade","Subject: The Retreat Wellness — built it

Built it. Here.

Booking sits on the homepage next to your reviews. Two taps to Thursday at six. That's the part your site can't do tonight.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One thing I'd want your answer on: is membership what you'd push hardest here, or first-visit tox?

[Sender Name]",the reviews do the selling and the booking is a phone number that stops answering at five,Address published by the business itself — verified in research.,field-run-005;med-spa;CA;confirmed-email,85,10000,"$5,000","$18,000",06082026
Thrive Landscape and Design,info@thrivelandscapedesign.com,Landscape design build,Austin,TX,USA,https://thrivelandscapedesign.com,cold-outreach,researched,"Subject: the inquiry that arrives vague

Hi [First Name],

Your gardens are genuinely good. A design-led client chooses from images and yours can't be narrowed, so they never find the one that looks like their lot.

So the client who wanted exactly what you do never works out that you do it.

Projects filterable by style, scale and budget. The design process spelled out so the brief arrives specific.

So here's what I'll do. I'll build Thrive Landscape and Design that homepage. Free. Not a slide, not a proposal — the actual page, designed for your business. Yours to keep whether you hire me or not.

Want me to build it?

[Sender Name]
Bothmade","Subject: here it is

Here it is.

Projects filterable by style, scale and budget band, with the design process spelled out — so the brief that reaches you already knows what it's asking for.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: would publishing a design fee range help you or cost you?

[Sender Name]","design-led buyers choose from images and yours cannot be narrowed by style, scale or budget",Address published by the business itself — verified in research.,field-run-005;landscape-design-build;TX;confirmed-email,85,9000,"$5,000","$16,000",06082026
22 Spa MD,info@22spamd.com,Med spa,Cottonwood Heights,UT,USA,https://22spamd.com,cold-outreach,researched,"Subject: she booked somewhere else

Hi [First Name],

Your reviews do the selling. I read them on my phone at 9pm in Cottonwood Heights and I was sold. Then I hit a phone number and office hours.

She doesn't call in the morning. She books the spa that let her book at 9pm.

Booking belongs on the homepage, next to the reviews, working at midnight.

I'd like to build it and show you. One homepage, designed for 22 Spa MD, free. Not a template with your logo on it. The real thing, and it's yours whether we work together or not.

Want it?

[Sender Name]
Bothmade","Subject: built it

Here it is — 22 Spa MD, as promised.

Booking sits on the homepage next to your reviews. Two taps to Thursday at six. That's the part your site can't do tonight.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One thing I'd want your answer on: is membership what you'd push hardest here, or first-visit tox?

[Sender Name]",the reviews do the selling and the booking is a phone number that stops answering at five,info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-005;med-spa;UT;convention-email,75,10000,"$5,000","$18,000",06082026
816 Med Spa,info@816medspa.com,Med spa,Kansas City,MO,USA,https://816medspa.com,cold-outreach,researched,"Subject: the booking you lost last night

Hi [First Name],

Found 816 Med Spa at 9pm on my phone, the way your next client will. The reviews sold me in about forty seconds. Then the only way to book was a phone number and a front desk that shut at five.

That's the sale, right there. She books wherever the button is, and you never find out you lost her.

Booking belongs on the homepage, next to the reviews, working at midnight.

Let me build it for you. A real homepage for 816 Med Spa, on me, before we ever talk money. If it's good you'll know in ten seconds. If it isn't, you've lost nothing.

Want me to build it?

[Sender Name]
Bothmade","Subject: 816 Med Spa — built it

Here it is.

Booking sits on the homepage next to your reviews. Two taps to Thursday at six. That's the part your site can't do tonight.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One thing I'd want your answer on: is membership what you'd push hardest here, or first-visit tox?

[Sender Name]",the reviews do the selling and the booking is a phone number that stops answering at five,info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-005;med-spa;MO;convention-email,75,10000,"$5,000","$18,000",06082026
ADLA Studio,info@adlastudio.com,Landscape design build,Austin,TX,USA,https://adlastudio.com,cold-outreach,researched,"Subject: your gardens, sorted

Hi [First Name],

Your gardens are genuinely good. A design-led client chooses from images and yours can't be narrowed, so they never find the one that looks like their lot.

So the client who wanted exactly what you do never works out that you do it.

Projects filterable by style, scale and budget. The design process spelled out so the brief arrives specific.

Here's my offer. I'll design that page for ADLA Studio and send it over. No charge, no meeting to get it, no invoice at the end. Keep it either way — I'd rather you saw the work than read about it.

Should I send it over?

[Sender Name]
Bothmade","Subject: ADLA Studio — built it

Built it. Here.

Projects filterable by style, scale and budget band, with the design process spelled out — so the brief that reaches you already knows what it's asking for.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: would publishing a design fee range help you or cost you?

[Sender Name]","design-led buyers choose from images and yours cannot be narrowed by style, scale or budget",info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-005;landscape-design-build;TX;convention-email,75,9000,"$5,000","$16,000",06082026
AesthetiCare Medspa,info@greatskinkc.com,Med spa,Kansas City,MO,USA,https://greatskinkc.com,cold-outreach,researched,"Subject: your 9pm bookings

Hi [First Name],

Your reviews do the selling. I read them on my phone at 9pm in Kansas City and I was sold. Then I hit a phone number and office hours.

A booking a night walks that way. Silently. No missed call, no voicemail, nothing to review on Monday.

Treatments priced, bookable in two taps, reviews right beside them.

So here's what I'll do. I'll build AesthetiCare Medspa that homepage. Free. Not a slide, not a proposal — the actual page, designed for your business. Yours to keep whether you hire me or not.

Worth a look? One word back and I'll start.

[Sender Name]
Bothmade","Subject: AesthetiCare Medspa — built it

Built it. Here.

Treatments priced, bookable in two taps, reviews doing the closing right beside them. Memberships obvious instead of three pages deep.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: would you let a new client book without a consult call first?

[Sender Name]",the reviews do the selling and the booking is a phone number that stops answering at five,info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-005;med-spa;MO;convention-email,75,10000,"$5,000","$18,000",06082026
Affordable Kitchens MN,info@affordablekitchensmn.com,Kitchen and bath remodeling,Minneapolis,MN,USA,https://affordablekitchensmn.com,cold-outreach,researched,"Subject: quoting jobs that were never real

Hi [First Name],

Looked at Affordable Kitchens MN the way a homeowner with a sixty-thousand-dollar kitchen in mind does. Your finished work is good. There was no way to find a kitchen like mine, and no way to tell you what my job actually is.

That's a $60k kitchen going to the company whose site made it feel easy.

Projects filterable by room, style and budget. A form that asks about the job, so it arrives ready to quote.

Let me build it for you. A real homepage for Affordable Kitchens MN, on me, before we ever talk money. If it's good you'll know in ten seconds. If it isn't, you've lost nothing.

Should I send it over?

[Sender Name]
Bothmade","Subject: built it

Built it. Here.

Before-and-afters filterable by room, style and budget band. The inquiry asks about the room, the scope and the timing — so it lands ready to quote instead of ready to interview.

It's a design, not a build — nothing clicks yet. Didn't want to fake a demo.

One question: what do you wish every inquiry told you before you called them back?

[Sender Name]",before-and-afters are what sell this and they sit in a gallery nobody can filter,info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-005;kitchen-and-bath-remodeling;MN;convention-email,75,8500,"$4,000","$15,000",06082026
Alex's Lawnscape,info@alexslawnscape.com,Landscape design build,Charlotte,NC,USA,https://alexslawnscape.com,cold-outreach,researched,"Subject: your gardens, sorted

Hi [First Name],

Your gardens are genuinely good. A design-led client chooses from images and yours can't be narrowed, so they never find the one that looks like their lot.

So the client who wanted exactly what you do never works out that you do it.

Projects filterable by style, scale and budget. The design process spelled out so the brief arrives specific.

Here's my offer. I'll design that page for Alex's Lawnscape and send it over. No charge, no meeting to get it, no invoice at the end. Keep it either way — I'd rather you saw the work than read about it.

Want it?

[Sender Name]
Bothmade","Subject: built it

Here it is — Alex's Lawnscape, as promised.

Projects filterable by style, scale and budget band, with the design process spelled out — so the brief that reaches you already knows what it's asking for.

Static design, so nothing on it works yet. I'd rather show you the real idea than a fake demo.

One question: would publishing a design fee range help you or cost you?

[Sender Name]","design-led buyers choose from images and yours cannot be narrowed by style, scale or budget",info@ on their own domain — the convention. Worth a quick check before a big send.,field-run-005;landscape-design-build;NC;convention-email,75,9000,"$5,000","$16,000",06082026
